source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	confidence	source	prediction_type	prediction_source
mondo	mondo:0009424	Bartter disease type 2	skos:exactMatch	icd11	icd11:1050277439	Bartter syndrome type 2	semapv:SemanticSimilarityThresholdMatching	0.96	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003805	malignant pericardial mesothelioma	skos:exactMatch	icd11	icd11:1050817733	Mesothelioma of pericardium	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016817	Meier-Gorlin syndrome	skos:exactMatch	icd11	icd11:1051551053	Ear-patella-short stature syndrome	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009590	metachromatic leukodystrophy due to saposin B deficiency	skos:exactMatch	icd11	icd11:1051556131	Metachromatic leukodystrophy due to sphingolipid activator protein I deficiency	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009431	hereditary hypophosphatemic rickets with hypercalciuria	skos:exactMatch	icd11	icd11:1052311971	Hypophosphataemic rickets with hypercalciuria	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015569	congenital nasal pyriform aperture stenosis with holoprosencephaly	skos:exactMatch	icd11	icd11:1052833532	Holoprosencephaly with congenital nasal pyriform aperture stenosis	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016912	partial deletion of the long arm of chromosome 14	skos:exactMatch	icd11	icd11:1053325556	Deletions of chromosome 14	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0014212	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	skos:exactMatch	icd11	icd11:1053685634	Molybdenum cofactor deficiency, complementation group C	semapv:SemanticSimilarityThresholdMatching	0.97	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010635	hypogonadotropic hypogonadism 1 with or without anosmia	skos:exactMatch	icd11	icd11:1053735191	Anosmic congenital hypogonadotropic hypogonadism	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019647	congenital bilateral megacalycosis	skos:exactMatch	icd11	icd11:105459586	Congenital megacalycosis, bilateral	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019640	posterior urethral valve	skos:exactMatch	icd11	icd11:105479263	Fetal lower urinary tract obstruction due to posterior urethral valve	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009958	adult Refsum disease	skos:exactMatch	icd11	icd11:1055252392	Refsum disease	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009950	pyruvate kinase deficiency of red cells	skos:exactMatch	icd11	icd11:1055568225	Pyruvate kinase deficiency	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016980	ATR-X-related syndrome	skos:exactMatch	icd11	icd11:1056057551	ATR-X-related syndromes	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024288	hyperbilirubinemia	skos:exactMatch	icd11	icd11:1056591229	Unspecified jaundice	semapv:SemanticSimilarityThresholdMatching	0.52	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015362	neuronopathy, distal hereditary motor, autosomal dominant	skos:exactMatch	icd11	icd11:1056939622	Distal hereditary motor neuropathy, autosomal dominant	semapv:SemanticSimilarityThresholdMatching	0.95	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017839	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	skos:exactMatch	icd11	icd11:1057771841	Congenital adrenal hyperplasia due to 21-hydroxylase deficiency, classic form, salt wasting	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012740	chromosome 22q11.2 deletion syndrome, distal	skos:exactMatch	icd11	icd11:1057988574	22q11.21 deletion	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016846	distal 22q11.2 microduplication syndrome	skos:exactMatch	icd11	icd11:1057988574	22q11.21 deletion	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000942	corneal disorder	skos:exactMatch	icd11	icd11:1058351226	Certain specified disorders of cornea	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006471	tracheal adenoid cystic carcinoma	skos:exactMatch	icd11	icd11:1058559180	Adenoid cystic carcinoma of trachea	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000600	nosophobia	skos:exactMatch	icd11	icd11:1059075633	Nosomania	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011356	exostosis, Dupuytren subungual	skos:exactMatch	icd11	icd11:1059149239	Subungual exostosis	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011248	distal monosomy 13q	skos:exactMatch	icd11	icd11:1059598912	13q32 deletion	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012876	heparin cofactor 2 deficiency	skos:exactMatch	icd11	icd11:1059796074	Heparin co-factor II deficiency	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015723	trisomy 12p	skos:exactMatch	icd11	icd11:105981078	12p duplication	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005010	coronary artery disorder	skos:exactMatch	icd11	icd11:1059873720	Diseases of coronary artery	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019991	immunotactoid glomerulopathy	skos:exactMatch	icd11	icd11:1060214240	Fibrillary glomerulonephritis	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019990	non-amyloid fibrillary glomerulopathy	skos:exactMatch	icd11	icd11:1060214240	Fibrillary glomerulonephritis	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010580	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	skos:exactMatch	icd11	icd11:1060287444	X-linked immune dysregulation – polyendocrinopathy – enteropathy	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019118	inherited retinal dystrophy	skos:exactMatch	icd11	icd11:1060480722	Inherited retinal dystrophies	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001985	partial arterial retinal occlusion	skos:exactMatch	icd11	icd11:1060824367	Partial retinal artery occlusion	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006709	common bile duct neoplasm	skos:exactMatch	icd11	icd11:1062517851	Benign neoplasm of common bile duct	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003551	thymic adenosquamous carcinoma	skos:exactMatch	icd11	icd11:1063583175	Adenosquamous carcinoma of thymus	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024891	non-infectious meningitis	skos:exactMatch	icd11	icd11:106596694	Noninfectious meningitis	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	skos:exactMatch	icd11	icd11:1066309170	Limb-girdle muscular dystrophy 2D, alpha-sarcoglycan deficiency	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016675	distal arthrogryposis type 10	skos:exactMatch	icd11	icd11:1066570902	Acquired short Achilles tendon	semapv:SemanticSimilarityThresholdMatching	0.58	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013340	Parkinson disease 5, autosomal dominant, susceptibility to	skos:exactMatch	icd11	icd11:1067231592	Parkinson disease UCHL-1 gene mutations 4p14	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006733	dry eye syndrome	skos:exactMatch	icd11	icd11:1067300253	Keratoconjunctivitis sicca	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001433	vaginal disorder	skos:exactMatch	icd11	icd11:106734019	Noninflammatory disorders of vagina	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009367	McKusick-Kaufman syndrome	skos:exactMatch	icd11	icd11:1068723140	McKusick Kaufman syndrome	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002104	conversion disorder	skos:exactMatch	icd11	icd11:1069443471	Dissociative neurological symptom disorder	semapv:SemanticSimilarityThresholdMatching	0.56	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0800268	atrioventricular septal defect, susceptibility to, 1	skos:exactMatch	icd11	icd11:1069974993	Common atrioventricular junction with atrioventricular septal defect	semapv:SemanticSimilarityThresholdMatching	0.53	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0859565	atrioventricular septal defect	skos:exactMatch	icd11	icd11:1069974993	Common atrioventricular junction with atrioventricular septal defect	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020290	familial atrioventricular septal defect	skos:exactMatch	icd11	icd11:1069974993	Common atrioventricular junction with atrioventricular septal defect	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003251	esophageal granular cell tumor	skos:exactMatch	icd11	icd11:1070074406	Granular cell tumour of oesophagus	semapv:SemanticSimilarityThresholdMatching	0.93	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005742	emphysematous cholecystitis	skos:exactMatch	icd11	icd11:1070721967	Emphysematous cholecystitis without calculus	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009324	Hartnup disease	skos:exactMatch	icd11	icd11:1071241996	Neutral amino acid transport defect	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006108	bile duct adenoma	skos:exactMatch	icd11	icd11:107152241	Adenoma of bile ducts	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015055	acquired angioedema type 2	skos:exactMatch	icd11	icd11:1071705004	Acquired angioedema type II	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043339	lathyrism	skos:exactMatch	icd11	icd11:1071848560	Neurolathyrism	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0042487	uterine cervix carcinoma in situ	skos:exactMatch	icd11	icd11:1072810807	Carcinoma in situ of cervix uteri	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002701	ovarian mucinous cystadenocarcinoma	skos:exactMatch	icd11	icd11:1072920842	Mucinous cystadenocarcinoma of ovary	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0800029	interstitial lung disease 2	skos:exactMatch	icd11	icd11:1074069640	Idiopathic pulmonary fibrosis	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002771	pulmonary fibrosis	skos:exactMatch	icd11	icd11:1074069640	Idiopathic pulmonary fibrosis	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009043	generalized resistance to thyroid hormone	skos:exactMatch	icd11	icd11:1074212276	Generalised resistance to thyroid hormone	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010131	thyroid hormone resistance, generalized, autosomal recessive	skos:exactMatch	icd11	icd11:1074212276	Generalised resistance to thyroid hormone	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001328	thyroid hormone resistance syndrome	skos:exactMatch	icd11	icd11:1074212276	Generalised resistance to thyroid hormone	semapv:SemanticSimilarityThresholdMatching	0.93	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021040	pancreatic neoplasm	skos:exactMatch	icd11	icd11:1074634051	Neoplasms of pancreas	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009902	cutaneous porphyria	skos:exactMatch	icd11	icd11:1074667008	Erythropoietic porphyrias	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001209	common wart	skos:exactMatch	icd11	icd11:1074706780	Common warts	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006876	ocular tuberculosis	skos:exactMatch	icd11	icd11:1074723013	Tuberculosis of eye	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008849	atrophoderma vermiculata	skos:exactMatch	icd11	icd11:1075050916	Atrophoderma vermiculatum	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010418	hereditary spastic paraplegia 34	skos:exactMatch	icd11	icd11:1075495048	X-linked spastic paraplegia type 34	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002263	female reproductive system disorder	skos:exactMatch	icd11	icd11:1076641430	Female Reproductive System disorders (TM2)	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001795	plantar wart	skos:exactMatch	icd11	icd11:1076733559	Plantar warts	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009809	multicentric osteolysis, nodulosis, and arthropathy	skos:exactMatch	icd11	icd11:1076780824	Torg-Winchester syndrome	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005051	invasive lobular breast carcinoma	skos:exactMatch	icd11	icd11:107769421	Invasive lobular carcinoma of breast	semapv:SemanticSimilarityThresholdMatching	0.94	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020040	46,XY disorder of sex development	skos:exactMatch	icd11	icd11:1078102486	46, XY disorders of sex development	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017576	46,XX disorder of sex development	skos:exactMatch	icd11	icd11:1078102486	46, XY disorders of sex development	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001128	nasal cavity cancer	skos:exactMatch	icd11	icd11:1078206702	Malignant neoplasms of nasal cavity	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0025412	feline panleukopenia	skos:exactMatch	icd11	icd11:1078560607	Other specified fever	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008638	varicose disease	skos:exactMatch	icd11	icd11:1078773185	Venous varicosities of sites other than lower extremity	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016834	16p11.2p12.2 microduplication syndrome	skos:exactMatch	icd11	icd11:1078819426	16p11.2 duplication	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007796	hypoparathyroidism, familial isolated 1	skos:exactMatch	icd11	icd11:1079633828	Familial isolated hypoparathyroidism	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007422	keratoderma hereditarium mutilans	skos:exactMatch	icd11	icd11:108018162	Connexin palmoplantar keratoderma with sensorineural deafness	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013337	neuropathy, hereditary sensory and autonomic, type 1C	skos:exactMatch	icd11	icd11:1080311032	Hereditary sensory and autonomic neuropathy Type IC	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
